ACCESSION_NUMBER	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	PHONENUMBER	CONNECTIONNAME	INDUSTRYGROUP	CASHEQUIVALENTS	INVESTMENTSECURITIES	TOTALINVESTMENTS	ACCOUNTSRECEIVABLE	LOANS	PROPERTYPLANTEQUIPMENT	PROPERTYANDEQUIPMENT	TOTALASSETS	ACCOUNTSPAYABLE	POLICYLIABILITIESANDACCRUALS	DEPOSITS	LONGTERMDEBT	TOTALLIABILITIES	TOTALSTOCKHOLDEREQUITY	TOTALLIABILITIESANDEQUITY	TOTALREVENUES	TOTALINTERESTINCOME	COSTANDEXPENSESAPPLTOREVENUES	TOTALINTERESTEXPENSES	DEPRECIATIONANDAMORTIZATION	NETINCOME	EARNINGSPERSHAREBASIC	EARNINGSPERSHAREDILUTED	NAMEAUDITOR	CERTIFYIFTRUE	CERTIFYIFNOTDISQUALIFIED	CERTIFYIFBADACTOR	JURISDICTIONSOFSECOFFEREDNONE	JURISDICTIONSOFSECOFFEREDSAME	IFUNREGSITEREDNONE	SECURITIESACTEXCEMPTION
0001486452-19-000004	7117 FLORIDA BOULEVARD	SUITE 203	BATON ROUGE	LA	70806	800-584-3808	Eric Newlan	Other	7667.0	0.0		225000.0		72534.0		460799.0	913365.0			0.0	913365.0	-452566.0	460799.0	1994.0		351897.0		0.0	-349903.0	-0.11	-0.11	N/A	true	true	false	true	false	false	Regulation A, Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(1), Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(2), Sec.4(a)(2)
0001144204-19-001541	600 Peachtree Street	Suite 810	ATLANTA	GA	30308	404-850-9225	Brian S. Korn, Esq.	Other	921594.0	0.0		20120085.0		433452.0		21507228.0	16872490.0			0.0	22787493.0	-1280265.0	21507228.0	804936.0		117587.0		102471.0	-1976473.0	-1.75	-1.75	Hughes Pittman and Gupton LLP	true	true		true			Regulation A, Rule 506 of Regulation D, and Rule 506 of Regulation D, respectively.
0001683168-19-000085	523 S. HIGHWAY 41		INVERNESS	FL	34450	352-765-3850	John E. Lux, Esq.	Other	101849.0	0.0		0.0		285062.0		386911.0	143410.0			255847.0	399257.0	-12346.0	386911.0	0.0		479893.0		5625.0	-505670.0	0.0	0.0	Assurance Dimensions	true	true		true			Exempt from registration under Section 4(2) Securities Act and Rules promulgated thereunder.
0001264931-19-000005	322 MALL BLVD	#149	MONROEVILLE	PA	33324	724-600-4720	HAROLD H. MARTIN	Other	49145.0	0.0		2792.0		438656.0		802359.0	13083.0			495000.0	987047.0	-184688.0	802359.0	997083.0		786013.0		138765.0	-141846.0	0.0	0.0	N/A	true	true			true	true	
0001683168-19-000068	33865 MARIANA UNIT C		DANA POINT	CA	92629	310-986-6373	John E. Lux, Esq.	Other	9457.0	0.0		5857.0		0.0		17280.0	3393.0			177597.0	183454.0	-166174.0	17280.0	143496.0		0.0		241.0	-628834.0	0.0	0.0		true	true		true			Exempt from registration under Section 4(2) Securities Act and Rules promulgated thereunder.
0001683168-19-000051	250 W. FIRST ST., STE. 256		CLAREMONT	CA	91711	909-740-9175	Michael Behrens	Other	0.0	0.0		58522.0		167599.0		226151.0	67749.0			25606.0	93355.0	132796.0	226151.0	11935.0		32226.0		14122.0	-67752.0	0.0	0.0	IndigoSpire CPA Group, LLC	true	true		true			Issuer relied on Rule 147A, promulgated under Section 28 of the Securities Act. For Series Cairo Kiss, interests were initially offered under Rule 506(c) and then, subsequently, Series Cairo Kiss Interests were offered under Rule 147A
0001493152-19-000264	SPRING PLACE, 6 ST JOHNS LANE	7th FLOOR	NEW YORK	NY	10013	203-518-5172	LAURA ANTHONY	Other	100.0	0.0		0.0		0.0		100.0	0.0			0.0	0.0	100.0	100.0	0.0		0.0		0.0	0.0	0.0	0.0	Mayer Hoffman McCann, P.C.	true	true		true			The foregoing issuances were pursuant to Section 4(a)(2) of the Securities Act of 1933, as amended, for transactions by an issuer not involving any public offering.
0001749817-19-000002	125 GREENWICH AVENUE	3RD FLOOR	GREENWICH	CT	06830	203-622-6000	Kenneth Betts	Other	10000.0	0.0		0.0		0.0		10000.0	0.0			0.0	0.0	10000.0	10000.0	0.0		0.0		0.0	0.0	0.0	0.0	Citrin Cooperman & Company, LLP	true	true	false	true	false	true	
0001117768-19-000017	12411 Poway Road		Poway	CA	92064	760-916-7444	Matheau J. W. Stout, Esq.	Other	57335.0	0.0		98107.0		295557.0		10446644.0	449244.0			750053.0	1199297.0	9247347.0	10446644.0	2961579.0		3079502.0		120721.0	0.0	0.0	0.0	NONE	true	true	false			false	Rule 144
0001117768-19-000016	12411 Poway Road		Poway	CA	92064	760-916-7444	Matheau J. W. Stout, Esq.	Other	57335.0	0.0		98107.0		295557.0		10446644.0	449244.0			750053.0	1199297.0	9247347.0	10446644.0	2961579.0		3079502.0		120721.0	0.0	0.0	0.0	NONE	true	true	false			false	Rule 144
0001477932-19-000024	2155 Woodlane Drive	Ste 102	Woodbury	MN	55125	651-337-4799	Jillian Sidoti	Other	204694.0	0.0		0.0		0.0		204694.0	126684.0			409891.0	536575.0	-331881.0	204694.0	0.0		317252.0		0.0	317252.0	0.0	0.0	Baker Tilly	true	true	false	true		false	180,131 Preferred Shares were sold pursuant Rule 506(c). 2,500,000 Class A Common Shares were sold pursuant to Rule 506(b). 1,500,000 Class B Common Shares were sold officers and insiders were sold pursuant to 4(2).
0001078782-19-000001	19901 SOUTHWEST FREEWAY, #205		SUGAR LAND	TX	77479	855-262-4561	Frank J. Hariton	Other	4319.0	0.0		0.0		0.0		14295.0	15567.0			16251.0	31818.0	-17523.0	14295.0	0.0		0.0		0.0	-17838.0	0.0	0.0	Thayer ONeal Company LLC	true	true	false	false	true	false	Foregoing issuances of securities were executed upon exemption from registration provided by Section 4(2) under the Securities Act of 1933, as amended.
0001683168-18-003833	20 E. THOMAS ROAD, SUITE 2200		PHOENIX	AZ	85012	602-502-0602	John E. Lux, Esq.	Other	0.0	0.0		0.0		0.0		0.0	845887.0			5241842.0	6087729.0	-6087729.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0		true	true		true		true	
